,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,cluster,cluster_color,cluster_dist
6221,4222310290,20140819T000000,253000,4,2.0,1910,7826,1.0,0,0,4,7,1140,770,1973,0,98003,47.3493,-122.306,1540,7826,1,blue,9175.037616476588
6222,5016001060,20140530T000000,650000,2,2.5,1740,2500,2.0,0,2,3,8,1210,530,1994,0,98112,47.622,-122.3,1640,2500,0,red,6434.9191119975385
6223,5445300050,20150408T000000,672000,3,2.25,1130,4445,1.5,0,0,4,8,1130,0,1930,0,98117,47.6845,-122.375,1330,4445,5,orange,4132.357843730254
6224,7370600020,20141007T000000,606000,3,1.75,1970,8540,1.0,0,3,4,8,1130,840,1950,0,98177,47.7213,-122.365,2280,8540,5,orange,3834.887463761993
6225,5127000470,20150305T000000,292000,3,2.25,1780,9720,1.0,0,0,3,8,1280,500,1981,0,98059,47.4762,-122.156,1710,9790,3,darkred,5365.910708715458
6226,1330250010,20140604T000000,289950,3,2.0,1670,7757,1.0,0,0,3,8,1670,0,1992,0,98030,47.3802,-122.207,2290,7859,1,blue,5707.56014130126
6227,1898600050,20140722T000000,257500,4,1.5,1360,9323,1.0,0,0,4,7,1360,0,1968,0,98023,47.3168,-122.401,1180,9611,1,blue,16173.229282717952
6228,9561100010,20141104T000000,380000,3,2.5,1840,6985,1.0,0,0,3,7,1290,550,1971,0,98133,47.7586,-122.342,2160,7990,5,orange,6649.967849988956
6229,9524100050,20141222T000000,360000,3,1.75,1255,1113,3.0,0,0,3,8,1255,0,2010,0,98103,47.6958,-122.343,1010,1038,5,orange,1439.3330522880137
6230,2212200500,20140623T000000,269500,3,1.75,1840,7412,1.0,0,0,4,7,1240,600,1976,0,98031,47.3933,-122.188,1980,7350,1,blue,6970.0502896068265
6231,5416500680,20140630T000000,449000,4,2.5,2960,6031,2.0,0,0,3,9,2960,0,2005,0,98038,47.3596,-122.04,2570,5012,1,blue,11563.627075014858
6232,6412600005,20141003T000000,375000,4,1.5,1430,7232,1.5,0,0,3,7,1430,0,1948,0,98125,47.7197,-122.328,1540,7232,5,orange,2211.6746498109414
6233,2024069008,20140619T000000,2200000,5,4.75,5990,10450,2.0,1,4,3,11,4050,1940,2002,0,98027,47.5554,-122.077,3330,14810,2,gray,7763.67254051267
6234,2195700050,20140519T000000,810000,4,2.5,3480,59242,2.0,0,0,3,11,3480,0,1988,0,98072,47.7391,-122.102,2930,39400,4,lightred,6070.661023300718
6235,1437580480,20140918T000000,994000,5,3.25,4260,7861,2.0,0,0,3,10,4260,0,2005,0,98074,47.611,-121.992,4020,7528,2,gray,7136.237746561889
6236,2796100680,20150225T000000,275000,5,2.25,1820,10500,1.0,0,0,4,7,1080,740,1979,0,98031,47.4058,-122.177,1820,7500,3,darkred,7684.0653637942205
6237,7203102140,20150429T000000,300000,2,1.0,1290,2482,2.0,0,0,3,7,1290,0,2008,0,98053,47.6972,-122.025,1290,2482,4,lightred,5976.553955501837
6238,40000235,20150414T000000,380000,5,2.5,2130,8428,2.0,0,0,3,7,2130,0,2013,0,98168,47.4726,-122.282,1500,11810,3,darkred,4269.942443874995
6239,2946000285,20150302T000000,200000,3,2.0,1170,10051,1.0,0,0,4,7,1170,0,1957,0,98198,47.4229,-122.324,1440,9800,3,darkred,8824.18700029241
6240,6848200221,20140902T000000,635000,3,3.5,1730,1349,3.0,0,0,3,9,1350,380,2009,0,98102,47.6224,-122.326,1830,3300,0,red,6792.101834306932
6241,952004725,20141106T000000,280000,2,1.0,880,5750,1.0,0,0,3,6,880,0,1939,0,98126,47.5642,-122.379,1190,5750,0,red,6016.897336195887
6242,7852110050,20140625T000000,574000,3,2.5,2380,6832,2.0,0,0,3,8,2380,0,2002,0,98065,47.5372,-121.876,2580,6832,2,gray,7463.074405673063
6243,5536100010,20150204T000000,1050000,4,1.0,1330,9729,1.0,0,0,3,6,1330,0,1952,0,98004,47.6223,-122.208,2920,10353,0,red,9391.501554538885
6244,5703000050,20140508T000000,545000,3,2.25,1780,191228,2.0,0,2,3,8,1780,0,1988,0,98045,47.4575,-121.748,2440,87120,2,gray,19742.109720104596
6245,6071800480,20150327T000000,271950,3,1.5,1220,8400,1.0,0,0,4,7,1220,0,1962,0,98006,47.5467,-122.173,2110,9119,0,red,9637.953109291948
6246,1954600050,20140716T000000,630000,5,1.75,2490,24969,1.0,0,2,4,8,1540,950,1959,0,98023,47.336,-122.35,2790,15600,1,blue,12268.3712201214
6247,3819800280,20140819T000000,400000,2,1.0,1180,10800,1.0,0,0,3,7,1180,0,1984,0,98011,47.7273,-122.236,1600,10800,5,orange,7305.739395101406
6248,7300400170,20140910T000000,334000,4,2.5,2310,6200,2.0,0,0,3,8,2310,0,1998,0,98092,47.3321,-122.172,2480,6200,1,blue,1172.0802857431916
6249,9834201100,20141222T000000,332500,4,2.0,1440,4855,2.0,0,0,4,7,1440,0,1972,0,98144,47.5717,-122.287,1300,4080,0,red,1221.6023980114987
6250,8850000509,20140923T000000,525000,2,1.5,1620,1444,2.0,0,0,3,9,1080,540,2007,0,98144,47.5892,-122.309,1660,1642,0,red,2890.0695635909515
6251,4123840470,20150224T000000,408000,3,2.5,2620,8403,2.0,0,0,3,8,2620,0,1991,0,98038,47.3675,-122.042,2190,7842,1,blue,11696.52658479562
6252,1150900080,20150427T000000,846450,4,2.5,3710,7491,2.0,0,0,3,9,3710,0,2003,0,98029,47.5596,-122.016,3040,7491,2,gray,3397.4816069425647
6253,514500235,20141020T000000,411100,3,1.5,1040,10323,1.0,0,0,4,7,1040,0,1958,0,98005,47.5882,-122.155,1580,7200,0,red,11114.387039982465
6254,1522059120,20140709T000000,409124,5,3.25,3320,11340,2.0,0,0,4,8,2480,840,1999,0,98042,47.3904,-122.154,2330,8339,1,blue,7107.5042089367535
6255,2895600680,20140707T000000,335950,2,1.5,800,5192,1.0,0,0,5,7,800,0,1951,0,98146,47.5119,-122.386,1190,5320,0,red,8750.885448514347
6256,8087800480,20150331T000000,480000,5,2.5,2040,9597,1.0,0,0,4,7,1240,800,1963,0,98052,47.6544,-122.134,1800,8553,4,lightred,4091.3409350467286
6257,7931000066,20141224T000000,280000,2,1.75,1960,30144,1.0,0,0,3,7,980,980,1957,0,98031,47.4234,-122.212,1960,10140,3,darkred,4901.83242844622
6258,5406500480,20140721T000000,668000,4,2.5,2670,4410,2.0,0,0,3,8,2670,0,1999,0,98075,47.5978,-122.038,2670,4410,2,gray,7325.286504104351
6259,2540820010,20150427T000000,750000,4,2.5,2930,8641,2.0,0,0,3,8,2930,0,2010,0,98034,47.7199,-122.246,2120,11175,5,orange,6298.326336390071
6260,3300700470,20140514T000000,394475,2,1.0,830,4000,1.0,0,0,3,6,830,0,1955,0,98117,47.6929,-122.379,950,4000,5,orange,4133.027016205566
6261,8823902005,20150326T000000,848000,5,1.75,2290,4320,2.0,0,0,3,7,1980,310,1928,0,98105,47.664,-122.31,2870,4320,5,orange,4145.347660029903
6262,6003001760,20140924T000000,675000,3,1.5,2510,3600,2.5,0,0,4,8,2510,0,1907,0,98112,47.6195,-122.313,1740,1885,0,red,6247.634017323499
6263,1432400095,20141106T000000,175000,3,1.0,1280,7572,1.0,0,0,4,6,1280,0,1958,0,98058,47.4491,-122.176,1170,7667,3,darkred,4220.9125880071315
6264,2483700095,20141106T000000,560000,4,1.5,1810,6000,1.0,0,1,3,8,1350,460,1952,0,98136,47.5233,-122.386,2020,6000,0,red,7965.558719886225
6265,6600220380,20140531T000000,538888,5,2.75,2080,13189,2.0,0,0,3,8,2080,0,1987,0,98074,47.6288,-122.031,2030,11847,4,lightred,8192.664493851946
6266,3990200020,20140908T000000,359000,4,1.75,1680,9244,2.0,0,0,3,8,1680,0,1991,0,98166,47.4612,-122.352,1840,9387,3,darkred,9495.821239761257
6267,112900020,20140701T000000,300000,3,2.25,1660,5128,2.0,0,0,3,7,1660,0,2001,0,98019,47.7362,-121.967,1680,4652,4,lightred,11660.171463434228
6268,8700110020,20140917T000000,273000,3,2.5,1650,5994,2.0,0,0,4,7,1650,0,1989,0,98030,47.3603,-122.19,1930,6666,1,blue,3306.2824716659957
6269,9831200221,20140710T000000,670000,3,2.5,1420,1438,2.0,0,0,3,9,1280,140,2003,0,98102,47.6265,-122.323,1490,1439,0,red,7168.0339940672475
6270,8078400010,20141118T000000,530000,4,2.25,2240,8376,1.0,0,0,3,8,1740,500,1984,0,98074,47.6323,-122.029,1890,7875,4,lightred,8004.783642729237
6271,9550200225,20140711T000000,625000,3,1.5,1230,3060,1.0,0,0,3,7,910,320,1927,0,98103,47.667,-122.333,1260,4488,5,orange,3712.9749269040108
6272,2946001950,20150505T000000,248000,3,1.0,1260,6000,1.0,0,0,4,6,1260,0,1954,0,98198,47.4187,-122.323,1520,6600,3,darkred,9028.275558587111
6273,3905050280,20140819T000000,533000,3,2.5,2060,4812,2.0,0,0,3,8,2060,0,1990,0,98029,47.5793,-122.002,1930,5264,2,gray,4063.419210835594
6274,3026059341,20141211T000000,549950,4,3.5,3090,10510,1.0,0,0,3,8,2190,900,1991,0,98034,47.7176,-122.214,2200,7408,5,orange,8518.051564045725
6275,7292700005,20141014T000000,485000,4,1.75,3220,7392,1.0,0,0,4,8,2010,1210,1959,0,98177,47.7719,-122.361,1660,8363,5,orange,8448.989943887158
6276,8856970440,20150506T000000,353500,3,2.5,2020,4845,2.0,0,0,3,7,2020,0,2001,0,98038,47.3848,-122.033,1930,5134,1,blue,13097.992473468708
6277,7504001440,20140915T000000,435000,2,1.75,1910,12142,1.0,0,0,3,9,1910,0,1976,0,98074,47.6276,-122.053,2580,12326,4,lightred,7337.287524009336
6278,8068000305,20141104T000000,241000,3,1.0,1150,10000,1.0,0,0,3,6,1000,150,1951,0,98178,47.5075,-122.262,1340,10000,3,darkred,5307.355703773487
6279,1681400010,20140519T000000,885000,4,2.75,2730,3560,1.5,0,0,3,8,1550,1180,1921,2007,98115,47.6737,-122.304,1860,3560,5,orange,3305.1192017786148
6280,6850700670,20140513T000000,799200,6,3.0,2890,2370,2.5,0,0,3,7,2290,600,1906,0,98102,47.6227,-122.323,2180,2460,0,red,6760.112283622186
6281,1546600020,20150114T000000,760000,3,2.5,2280,12746,1.0,0,0,4,8,1490,790,1973,0,98005,47.6362,-122.175,2100,12746,4,lightred,7632.92331982609
6282,8071000050,20141113T000000,270000,2,1.0,1040,5700,1.0,0,0,3,6,1040,0,1922,0,98118,47.519,-122.26,1380,5700,0,red,5802.912609023856
6283,1036000280,20150217T000000,675000,4,1.75,2440,7475,1.0,0,0,4,9,2040,400,1969,0,98052,47.6339,-122.096,2040,8480,4,lightred,5648.823082097151
6284,5422560380,20141222T000000,499000,3,2.5,1720,5940,1.0,0,0,4,8,1000,720,1977,0,98052,47.6631,-122.129,1720,6136,4,lightred,3094.5341263527907
6285,1762600280,20140714T000000,1202500,3,2.5,3430,28718,1.5,0,0,3,10,3430,0,1984,0,98033,47.6477,-122.183,3440,35021,4,lightred,7280.692176376752
6286,5416500840,20140627T000000,320000,4,2.5,2570,4865,2.0,0,0,3,8,2570,0,2005,0,98038,47.3588,-122.038,2570,4933,1,blue,11684.330595571739
6287,3523069008,20150505T000000,890000,4,3.25,4360,210254,1.0,0,0,3,10,2320,2040,2000,0,98038,47.4375,-122.008,2410,87120,2,gray,12543.678259403721
6288,8001210170,20140822T000000,275000,4,2.75,2060,7350,1.0,0,0,3,7,1210,850,1978,0,98001,47.3424,-122.275,1940,7420,1,blue,6730.07251109868
6289,6806300920,20140610T000000,490000,4,2.5,3020,8302,2.0,0,0,4,10,3020,0,1994,0,98042,47.363,-122.127,3020,8406,1,blue,5802.727222222514
6290,9826701665,20140725T000000,550000,3,2.5,2340,4200,1.5,0,0,3,7,1540,800,1906,0,98122,47.6033,-122.303,1590,4200,0,red,4366.288091980656
6291,2253200010,20150507T000000,390000,5,2.0,2400,9537,1.0,0,0,5,7,1210,1190,1959,0,98056,47.5112,-122.186,1760,9533,3,darkred,5808.70724781154
6292,1941400080,20141020T000000,277000,3,2.25,1610,11920,1.0,0,0,4,7,1110,500,1968,0,98032,47.3683,-122.279,1690,11839,1,blue,8073.473487744853
6293,3317010130,20150317T000000,236000,3,1.75,1090,7647,1.0,0,0,3,7,1090,0,1994,0,98003,47.2613,-122.302,1660,9219,1,blue,11580.367830677207
6294,1721059230,20150304T000000,265953,3,1.75,1470,13068,1.0,0,0,4,7,1470,0,1975,0,98092,47.3096,-122.197,2090,16988,1,blue,2446.637195925642
6295,9328500630,20150302T000000,545000,3,2.25,1670,6240,1.0,0,0,4,8,1240,430,1974,0,98008,47.6413,-122.113,1910,7000,4,lightred,4867.221289133502
6296,6301800020,20140506T000000,535000,3,2.5,1850,10109,2.0,0,0,3,8,1850,0,1991,0,98034,47.7163,-122.229,1780,9660,5,orange,7393.6619797445255
6297,7855000460,20141007T000000,1450000,3,2.75,3940,9671,1.0,0,4,5,9,2140,1800,1967,0,98006,47.5654,-122.158,3390,9360,0,red,10565.649171550744
6298,9320350020,20140630T000000,490000,4,3.0,2330,3497,2.0,0,0,3,9,1920,410,2003,0,98108,47.554,-122.308,2330,5242,0,red,1321.3171445566504
6299,7849201061,20150408T000000,319950,4,2.5,2020,7200,1.5,0,0,4,6,2020,0,1954,0,98065,47.5223,-121.818,1440,7200,2,gray,12064.064105598269
6300,3885805640,20140704T000000,625000,3,1.5,1300,7200,1.0,0,0,5,7,1300,0,1960,0,98033,47.6821,-122.196,2280,7200,4,lightred,6997.775565122204
6301,8960200630,20150220T000000,248000,3,1.0,1180,6947,1.0,0,0,4,7,1180,0,1968,0,98031,47.4233,-122.177,1760,8657,3,darkred,6047.615844666665
6302,1736800920,20150421T000000,475000,3,1.75,1320,7840,1.0,0,0,3,8,1320,0,1966,0,98007,47.6024,-122.143,2050,7644,4,lightred,9618.713359928013
6303,6152900402,20140619T000000,410000,6,2.75,2520,9324,1.0,0,0,4,7,1320,1200,1962,0,98155,47.7636,-122.294,1820,11000,5,orange,7444.585910532353
6304,9822700255,20140505T000000,670000,3,2.5,1680,2000,3.0,0,0,3,9,1680,0,1909,1998,98105,47.6604,-122.29,1950,5000,5,orange,5108.454892883699
6305,1423069102,20150331T000000,430000,3,2.5,2000,35438,2.0,0,0,3,7,2000,0,1968,2005,98027,47.4733,-121.994,2000,51836,2,gray,8435.143404292736
6306,5279100675,20141028T000000,313000,2,1.0,1180,4900,1.0,0,0,5,6,1180,0,1954,0,98027,47.5321,-122.029,1650,7121,2,gray,4479.983189170952
6307,2524049056,20140714T000000,950000,3,3.25,3330,15093,2.5,0,0,3,9,3330,0,1988,0,98040,47.5395,-122.242,4340,20031,0,red,5067.47693703323
6308,4232400470,20140527T000000,751750,2,2.0,1880,5400,1.5,0,0,3,8,1880,0,1902,0,98112,47.6238,-122.311,1590,5400,0,red,6697.152956216153
6309,8562740440,20140909T000000,760000,4,2.5,2990,5280,2.0,0,0,3,9,2210,780,2003,0,98027,47.5353,-122.066,2990,6299,2,gray,7037.60825220081
6310,8114000020,20150128T000000,310650,3,1.75,1510,12408,1.0,0,0,4,7,1510,0,1969,0,98059,47.5069,-122.141,1480,17800,3,darkred,7806.045224190528
6311,6600780130,20140502T000000,367500,4,3.0,3110,7231,2.0,0,0,3,8,3110,0,1997,0,98092,47.3279,-122.191,2820,7311,1,blue,406.2697041405706
6312,5100403947,20140804T000000,580000,4,2.5,2150,5000,2.0,0,0,3,8,2150,0,2001,0,98115,47.6962,-122.314,2030,6380,5,orange,906.5537974759031
6313,1189000825,20140702T000000,580000,3,2.25,1900,3960,1.5,0,0,3,8,1200,700,1905,0,98122,47.6122,-122.298,1310,3960,0,red,5344.928669999607
6314,3066400080,20140602T000000,665000,4,2.5,2720,10000,2.0,0,0,3,10,2720,0,1987,0,98074,47.6293,-122.051,2720,10020,4,lightred,7253.5469200380185
6315,2214800630,20141105T000000,239950,3,2.25,1560,8280,2.0,0,0,4,7,1560,0,1979,0,98001,47.3393,-122.259,1920,8120,1,blue,5481.473074094424
6316,4027701253,20140813T000000,470000,4,2.5,1990,30083,2.0,0,0,3,8,1990,0,1998,0,98155,47.7678,-122.272,2220,11627,5,orange,8516.597884922016
6317,9547205260,20140815T000000,733000,3,1.75,1740,3060,1.0,0,0,5,8,950,790,1930,2014,98115,47.6816,-122.31,1800,3960,5,orange,2318.6892173803258
6318,9320600020,20150130T000000,250000,4,2.0,2130,8400,1.0,0,0,3,7,1350,780,1962,0,98031,47.4133,-122.209,1550,8596,3,darkred,6047.229710367269
6319,2807100095,20140908T000000,402000,4,1.75,1510,9176,1.0,0,0,5,7,1510,0,1957,0,98133,47.7651,-122.339,1480,9176,5,orange,7324.41226288483
6320,8067000020,20140611T000000,295000,5,3.5,2100,5107,2.0,0,0,3,7,1410,690,1999,0,98178,47.5108,-122.257,1410,5650,3,darkred,5454.820813301857
6321,8731980440,20141016T000000,355000,5,2.5,2344,8000,1.0,0,0,4,8,1560,784,1976,0,98023,47.3185,-122.377,2344,8000,1,blue,14354.253915733343
6322,5112800233,20140909T000000,289000,3,1.5,1970,22486,1.0,0,0,4,6,1970,0,1968,0,98058,47.4511,-122.089,1850,20160,3,darkred,10434.843143209613
6323,6141600179,20141112T000000,376000,3,2.25,1470,9140,2.0,0,2,3,7,1470,0,1982,0,98133,47.7162,-122.349,1400,8204,5,orange,2561.2056116888893
6324,8122100595,20140627T000000,212700,2,1.0,940,5040,1.0,0,0,3,7,940,0,1926,0,98126,47.5375,-122.374,940,5040,0,red,6373.150622823203
6325,5467910190,20140527T000000,325000,3,1.75,1780,13095,1.0,0,0,4,9,1780,0,1983,0,98042,47.367,-122.152,2750,13095,1,blue,4845.389962565741
6326,808300460,20140811T000000,415000,4,2.5,2230,5743,2.0,0,0,3,7,2230,0,2002,0,98019,47.7245,-121.957,2490,6300,4,lightred,11767.050399023055
6327,7785350010,20150402T000000,935000,3,2.5,3570,15151,1.0,0,0,4,8,2400,1170,1981,0,98177,47.7475,-122.364,3140,14375,5,orange,6049.03042382647
6328,2133020020,20150116T000000,372000,3,2.5,1920,15260,2.0,0,0,3,7,1920,0,1990,0,98019,47.7317,-121.964,2370,15235,4,lightred,11622.030036767454
6329,2588800006,20141021T000000,240000,3,1.5,1290,8366,1.0,0,0,3,7,1020,270,1957,0,98168,47.4853,-122.318,1770,8400,3,darkred,7230.197630746042
6330,5169700022,20140915T000000,334950,3,1.75,1880,16262,1.0,0,0,5,7,1880,0,1980,0,98059,47.5089,-122.155,1900,7972,3,darkred,7117.821332938429
6331,5416500660,20150430T000000,426500,4,2.5,2960,4640,2.0,0,0,3,9,2960,0,2005,0,98038,47.3597,-122.04,2750,4623,1,blue,11566.72076006081
6332,6117502745,20150224T000000,430000,2,1.75,1840,14874,1.0,0,2,3,8,1300,540,1952,0,98166,47.4382,-122.348,2920,15084,3,darkred,9702.256995711063
6333,2624049169,20141211T000000,400000,3,1.5,1890,6183,1.0,0,0,3,7,1090,800,1967,0,98118,47.5396,-122.269,1750,6183,0,red,3528.0353286622017
6334,1426300842,20150428T000000,455850,3,2.25,1820,6000,1.0,0,0,4,7,1120,700,1964,0,98108,47.5684,-122.3,1970,6232,0,red,482.60978830746365
6335,824059321,20140602T000000,1965221,4,3.5,4370,8510,2.0,0,1,3,10,3610,760,2003,0,98004,47.5876,-122.204,2960,10347,0,red,7575.367835828506
6336,126049217,20140604T000000,400000,3,1.75,1530,10731,1.0,0,0,3,7,1530,0,1986,0,98028,47.7655,-122.244,2100,12593,5,orange,9468.536552073983
6337,2201500185,20140808T000000,397500,3,1.0,1030,10480,1.0,0,0,4,7,1030,0,1954,0,98006,47.5742,-122.139,1480,12200,0,red,12041.39001187008
6338,1972205790,20141211T000000,755000,3,2.5,2000,1950,3.0,0,0,3,8,2000,0,2005,0,98109,47.6476,-122.356,1560,1340,5,orange,6270.909709562584
6339,6843000080,20140709T000000,287000,5,1.5,1730,9230,1.0,0,0,3,7,1010,720,1962,0,98058,47.4646,-122.184,1730,9230,3,darkred,3158.207336725138
6340,1442700250,20140716T000000,480000,4,2.5,3620,16000,2.0,0,0,3,9,3620,0,1976,0,98038,47.3711,-122.06,2590,16000,1,blue,10600.751146966792
6341,2607760680,20150416T000000,490000,3,2.5,2040,9622,2.0,0,0,3,8,2040,0,1995,0,98045,47.4833,-121.8,2390,9868,2,gray,14924.145052107713
6342,3523059056,20140618T000000,365000,3,2.5,2640,6715,2.0,0,0,3,8,1680,960,1991,0,98058,47.441,-122.125,2260,7373,3,darkred,8099.344008113988
6343,1657530010,20150224T000000,260000,3,2.5,1600,2244,2.0,0,0,3,7,1600,0,2005,0,98056,47.4899,-122.164,1600,1700,3,darkred,5333.561324392982
6344,7276100020,20150414T000000,505000,4,1.0,1480,12675,1.5,0,0,4,7,1480,0,1929,0,98133,47.763,-122.342,1820,7995,5,orange,7130.574149505605
6345,9828200460,20140627T000000,260000,2,1.0,700,4800,1.0,0,0,3,7,700,0,1922,0,98122,47.6147,-122.3,1440,4800,0,red,5623.284851905281
6346,9828200460,20150106T000000,430000,2,1.0,700,4800,1.0,0,0,3,7,700,0,1922,0,98122,47.6147,-122.3,1440,4800,0,red,5623.284851905281
6347,5608000840,20140724T000000,905000,4,2.5,3520,12193,2.0,0,0,4,10,3520,0,1993,0,98027,47.5535,-122.095,3470,11318,2,gray,9091.412093414327
6348,5422560470,20141203T000000,440000,3,2.0,1650,6408,2.0,0,0,4,8,1650,0,1977,0,98052,47.6638,-122.128,1750,6402,4,lightred,2986.8198603977585
6349,446000020,20140913T000000,439500,4,1.0,1360,5500,1.5,0,0,3,7,1360,0,1950,0,98115,47.6878,-122.285,1530,5790,5,orange,3268.002466756615
6350,9476200545,20150127T000000,270000,3,2.0,1350,6696,1.0,0,0,5,6,680,670,1944,0,98056,47.4919,-122.187,1350,6700,3,darkred,4068.746905900382
6351,8648100130,20150429T000000,306500,3,2.5,1970,6291,2.0,0,0,4,7,1970,0,1998,0,98042,47.3627,-122.073,1980,8852,1,blue,9327.991819331663
6352,9358002232,20141019T000000,380000,3,2.0,1470,1656,2.0,0,0,3,8,1310,160,2003,0,98126,47.5653,-122.369,1470,2288,0,red,5268.1261404782745
6353,2212900920,20140722T000000,215000,4,1.75,1610,9652,1.0,0,0,5,7,1610,0,1969,0,98042,47.3281,-122.135,1220,9800,1,blue,3958.9478233711416
6354,6149700380,20150206T000000,299900,2,1.0,810,6150,1.0,0,0,3,7,810,0,1950,0,98133,47.7289,-122.34,1080,7200,5,orange,3416.962271698914
6355,4340000080,20150327T000000,1450000,4,3.5,2820,7809,2.0,0,0,3,10,2820,0,1995,0,98004,47.622,-122.195,2630,7904,4,lightred,9809.163491562618
6356,3751605432,20140513T000000,239950,3,1.0,1900,33888,1.5,0,0,4,5,1900,0,1942,0,98001,47.2738,-122.271,1430,19200,1,blue,8925.041916076574
6357,6384300020,20140623T000000,494000,4,2.5,1830,7345,1.0,0,0,4,8,1540,290,1973,0,98177,47.7741,-122.373,1990,7700,5,orange,9001.56403015766
6358,3450300430,20150105T000000,317500,4,1.5,1730,7700,1.0,0,0,4,7,1010,720,1963,0,98059,47.4996,-122.163,1650,8066,3,darkred,5994.35934202139
6359,1245001763,20150303T000000,670000,4,2.5,2110,7291,2.0,0,0,4,7,2110,0,1977,0,98033,47.6888,-122.201,2350,8625,4,lightred,7381.933863303898
6360,7853240660,20140820T000000,650000,3,2.5,3060,7831,2.0,0,2,3,9,3060,0,2004,0,98065,47.5401,-121.861,3140,7438,2,gray,8537.062331200088
6361,3723800414,20150320T000000,852000,4,2.5,2620,7328,2.0,0,0,3,8,2620,0,1983,0,98118,47.5514,-122.263,1670,5080,0,red,3037.2781624184167
6362,5104500020,20140617T000000,250000,2,1.5,1088,1360,2.0,0,0,3,7,1088,0,1983,0,98034,47.7094,-122.213,1098,1469,5,orange,8429.842142239175
6363,5438000080,20141210T000000,264950,3,1.5,1400,10853,1.0,0,0,4,7,1400,0,1964,0,98055,47.4433,-122.194,1620,10849,3,darkred,3520.8187291371246
6364,9498200091,20140925T000000,582500,2,2.0,1540,6804,1.0,0,0,5,7,1020,520,1942,0,98177,47.7044,-122.372,1380,6930,5,orange,3568.9756765067327
6365,1498301213,20150311T000000,384000,3,2.5,1540,1564,2.0,0,0,3,7,1300,240,1998,0,98144,47.586,-122.313,1540,2875,0,red,2654.166905812338
6366,2652500285,20141028T000000,817000,3,1.5,2310,3360,1.5,0,0,3,8,1790,520,1926,0,98119,47.6431,-122.359,1930,4320,5,orange,6819.032290390517
6367,5127000430,20141201T000000,320000,4,1.75,1730,9520,1.0,0,0,4,7,1730,0,1971,0,98059,47.4756,-122.157,1550,11211,3,darkred,5279.102143272692
6368,4017110020,20140630T000000,445800,4,2.25,2070,39446,1.0,0,0,3,8,1470,600,1977,0,98155,47.7765,-122.276,2140,12043,5,orange,9262.615320099592
6369,3336001946,20150307T000000,263300,2,1.0,900,4500,1.0,0,0,3,7,900,0,1951,0,98118,47.5273,-122.265,1175,5320,0,red,4818.190753366586
6370,5253300387,20150128T000000,215000,3,1.0,860,6635,1.0,0,0,3,6,860,0,1952,0,98133,47.7508,-122.339,1170,8000,5,orange,5755.85684815598
6371,9222400605,20141115T000000,842500,5,4.0,2980,4500,1.5,0,0,3,7,2070,910,1921,0,98115,47.6736,-122.323,1560,4225,5,orange,2930.648149227691
6372,9222400605,20150411T000000,850000,5,4.0,2980,4500,1.5,0,0,3,7,2070,910,1921,0,98115,47.6736,-122.323,1560,4225,5,orange,2930.648149227691
6373,2163300130,20141001T000000,386000,5,2.5,2740,12413,2.0,0,0,3,7,2740,0,1990,0,98031,47.4199,-122.183,1900,7416,3,darkred,6101.64928829855
6374,8662500130,20141209T000000,251100,4,2.5,1790,5257,2.0,0,0,3,7,1790,0,1996,0,98030,47.3849,-122.204,1680,5320,1,blue,6164.053017748439
6375,1770000130,20141126T000000,435000,3,1.75,1750,16748,1.0,0,0,3,7,1330,420,1978,0,98072,47.7421,-122.089,1750,16050,4,lightred,6484.294548921723
6376,1888120080,20140922T000000,870000,4,4.0,3610,12811,2.0,0,0,3,10,3610,0,2000,0,98075,47.5812,-121.993,3530,11783,2,gray,3957.404645260856
6377,862000020,20150206T000000,800000,6,1.0,1430,20620,2.0,0,0,3,7,1430,0,1954,0,98004,47.6255,-122.209,2450,10080,0,red,9587.031908216295
6378,7199100020,20140714T000000,555000,3,1.75,1570,15500,1.0,0,0,4,7,1570,0,1968,0,98052,47.6916,-122.122,1610,7500,4,lightred,1653.1943950418497
6379,9169600275,20140723T000000,280000,2,1.0,2280,37500,2.0,0,0,3,7,2280,0,1932,0,98136,47.525,-122.389,2360,6000,0,red,8047.72418191374
6380,2767601815,20150317T000000,356000,3,1.0,940,2366,1.0,0,0,3,6,940,0,1916,0,98107,47.6744,-122.383,1500,5000,5,orange,5201.485929264928
6381,7853221330,20141203T000000,675000,4,2.5,2920,6000,2.0,0,4,3,9,2920,0,2004,0,98065,47.5333,-121.859,3100,6001,2,gray,8795.300922751763
6382,7504010780,20141226T000000,605000,4,2.25,2260,11900,2.0,0,0,3,9,2260,0,1976,0,98074,47.6415,-122.057,2470,11900,4,lightred,5875.82773525479
6383,5015000190,20140625T000000,690500,5,2.0,2000,4211,1.5,0,2,4,7,1280,720,1908,0,98112,47.6283,-122.301,1680,4000,0,red,7136.720738047238
6384,8682260470,20140619T000000,437000,2,1.75,1440,4225,1.0,0,0,3,8,1440,0,2005,0,98053,47.7143,-122.032,1680,6200,4,lightred,6235.535807810573
6385,4122700020,20140710T000000,850000,5,2.0,2310,13430,1.5,0,0,4,8,2310,0,1966,0,98004,47.6395,-122.203,2810,13906,4,lightred,9032.819407984807
